recording_id,driver,driving_style,vehicle,phone_model,country,region,tyre_pressure_code,has_v_data,has_s_data,is_paired,is_synchronized,v_file_path,s_file_path,v_rows,s_rows,v_cols,s_cols,duration_seconds,duration_minutes,start_lat,start_lon,end_lat,end_lon,min_lat,max_lat,min_lon,max_lon,distance_km_approx,max_speed_kmh,v_gps_dropouts_count,s_sensor_names,split
VTA17,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta17\V-vta17.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta17\S-Vta17.csv,4519.0,4519.0,29.0,24.0,451.8,7.53,53.0526814,-1.7761166000000002,53.0435311,-1.8058336,53.0421429,53.0552289,-1.8058336,-1.7761166000000002,4.07,56.2,0.0,accel+gyro+gravity+mag+orientation,test
VTA18,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,False,False,False,Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vta18.csv,,100.0,,29.0,,9.9,0.17,53.0436164,-1.8068094,53.0435613,-1.8087332,53.0435613,53.043669,-1.8087332,-1.8068094,0.1,51.6,0.0,,train
VTA19,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta19\V-vta19.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta19\S-Vta19.csv,292.0,292.0,29.0,24.0,29.1,0.48,53.043282,-1.8099105,53.0424444,-1.81308,53.0424415,53.043282,-1.8130826,-1.8099105,0.23,54.3,0.0,accel+gyro+gravity+mag+orientation,train
VTA1A,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta01a\V-Vta1a.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta01a\S-Vta1a.csv,25676.0,25676.0,29.0,24.0,2567.5,42.79,52.5618279,-1.45523,52.7491714,-1.6741095,52.5527811,52.7607462,-1.6923737,-1.4547392,40.62,103.4,0.0,accel+gyro+gravity+mag+orientation,val
VTA1B,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta01b\V-Vta1b.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta01b\S-Vta1b.csv,953.0,954.0,29.0,24.0,95.2,1.59,52.7492397,-1.6741376,52.7598923,-1.6786892,52.7492397,52.7598923,-1.6786892,-1.6741376,1.24,77.7,0.0,accel+gyro+gravity+mag+orientation,train
VTA2,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta02\V-vta2.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta02\S-Vta2.csv,10991.0,10991.0,29.0,24.0,1099.0,18.32,52.7604151,-1.6792928,52.8134075,-1.6387220999999998,52.7604151,52.8195049,-1.6799638,-1.6192284,11.03,81.6,0.0,accel+gyro+gravity+mag+orientation,test
VTA20,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta20\V-vta20.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta20\S-Vta20.csv,3223.0,3223.0,29.0,24.0,322.2,5.37,53.0424515,-1.8130638,53.0405016,-1.8174852,53.0404753,53.042464200000005,-1.8174883,-1.8130511,0.38,44.8,0.0,accel+gyro+gravity+mag+orientation,train
VTA21,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta21\V-vta21.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta21\S-Vta21.csv,2079.0,2079.0,29.0,24.0,207.8,3.46,53.0405311,-1.817357,53.051262,-1.8005524,53.0405311,53.051262,-1.817357,-1.7964151000000002,2.73,74.8,0.0,accel+gyro+gravity+mag+orientation,train
VTA22,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta22\V-vta22.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta22\S-Vta22.csv,1564.0,1564.0,29.0,24.0,156.3,2.61,53.0515124,-1.7996905,53.0513832,-1.7827442,53.0513697,53.05525,-1.7996905,-1.7827442,1.65,55.8,0.0,accel+gyro+gravity+mag+orientation,train
VTA23,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta23\V-vta23.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta23\S-Vta23.csv,1110.0,1110.0,29.0,24.0,110.9,1.85,53.0515268,-1.7817706000000002,53.0503689,-1.7679484,53.0503689,53.052990300000005,-1.7817706000000002,-1.7679484,1.08,51.9,0.0,accel+gyro+gravity+mag+orientation,test
VTA24,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta24\V-vta24.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta24\S-Vta24.csv,1171.0,1171.0,29.0,24.0,117.0,1.95,53.0504521,-1.7672031,53.0511551,-1.7582097999999995,53.0504521,53.0517956,-1.7672031,-1.7581572,0.69,56.4,0.0,accel+gyro+gravity+mag+orientation,train
VTA25,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta25\V-vta25.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta25\S-Vta25.csv,646.0,646.0,29.0,24.0,64.5,1.07,53.0512539,-1.7581713,53.0511747,-1.7571101,53.05107640000001,53.051262,-1.7581713,-1.7565252999999998,0.15,48.6,0.0,accel+gyro+gravity+mag+orientation,train
VTA26,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta26\V-vta26.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta26\S-Vta26.csv,1935.0,1935.0,29.0,24.0,193.4,3.22,53.05122,-1.7578610000000003,53.0599424,-1.7591566,53.05122,53.0599424,-1.7591566,-1.7578423,0.99,55.1,0.0,accel+gyro+gravity+mag+orientation,train
VTA27,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta27\V-vta27.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta27\S-Vta27.csv,2540.0,2540.0,29.0,24.0,253.9,4.23,53.0603827,-1.7592351000000002,53.0869688,-1.7657960999999998,53.0603827,53.0869688,-1.7676883,-1.7592351000000002,3.14,65.0,0.0,accel+gyro+gravity+mag+orientation,train
VTA28,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta28\V-vta28.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta28\S-Vta28.csv,4210.0,4210.0,29.0,24.0,420.9,7.01,53.0870987,-1.7658207,53.0893573,-1.7936385,53.0870987,53.0928106,-1.7936385,-1.7658207,3.92,66.0,0.0,accel+gyro+gravity+mag+orientation,train
VTA29,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta29\V-vta29.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta29\S-Vta29.csv,23705.0,23705.0,29.0,24.0,2370.4,39.51,53.0893228,-1.7936523,53.221340000000005,-1.8724766,53.0893228,53.221340000000005,-1.9083286,-1.7936408,26.02,102.0,0.0,accel+gyro+gravity+mag+orientation,val
VTA3,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta03\V-vta3.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta03\S-Vta3.csv,645.0,645.0,29.0,24.0,64.4,1.07,52.8133925,-1.6387913,52.8135866,-1.6378498999999995,52.8130369,52.8135866,-1.640958,-1.6378498999999995,0.37,45.8,0.0,accel+gyro+gravity+mag+orientation,train
VTA30,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta30\V-vta30.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta30\S-Vta30.csv,17136.0,17136.0,29.0,24.0,1713.5,28.56,53.2225445,-1.8725016,53.2506339,-1.9106584,53.2225445,53.2598991,-1.9382754,-1.8719779,11.73,100.0,0.0,accel+gyro+gravity+mag+orientation,train
VTA4,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta04\V-vta4.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta04\S-Vta4.csv,1789.0,1789.0,29.0,24.0,178.8,2.98,52.8137699,-1.6368041,52.8278828,-1.6510502,52.8137699,52.8278828,-1.6510502,-1.6364091,1.98,51.7,0.0,accel+gyro+gravity+mag+orientation,train
VTA5,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta05\V-vta5.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta05\S-Vta5.csv,307.0,307.0,29.0,24.0,30.6,0.51,52.828763,-1.6517674,52.8317752,-1.653374,52.828763,52.8317752,-1.653374,-1.6517674,0.35,51.1,0.0,accel+gyro+gravity+mag+orientation,train
VTA6,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta06\V-vta6.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta06\S-Vta6.csv,1376.0,1376.0,29.0,24.0,137.5,2.29,52.832482,-1.6535135,52.8487367,-1.6788735,52.832482,52.8487367,-1.6788735,-1.6535135,2.55,103.9,0.0,accel+gyro+gravity+mag+orientation,train
VTA7,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta07\V-vta7.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta07\S-Vta7.csv,840.0,840.0,29.0,24.0,83.9,1.4,52.8499582,-1.6796155999999998,52.862270800000005,-1.6829976000000002,52.8499582,52.862270800000005,-1.6831827,-1.6791671999999995,1.47,113.1,0.0,accel+gyro+gravity+mag+orientation,test
VTA8,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta08\V-vta8.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta08\S-Vta8.csv,3676.0,3676.0,29.0,24.0,367.5,6.12,52.8629741,-1.6828150000000002,52.8815867,-1.7049529,52.8629741,52.8815867,-1.7049529,-1.6788961,3.37,77.6,0.0,accel+gyro+gravity+mag+orientation,val
VTA9,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Atherstone / Tamworth / Ashby / Leicestershire,A,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta09\V-vta9.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta09\S-Vta9.csv,156.0,156.0,29.0,24.0,15.5,0.26,52.881577,-1.7080875,52.8815372,-1.7126874,52.8815347,52.881577,-1.7126874,-1.7080875,0.27,87.4,0.0,accel+gyro+gravity+mag+orientation,train
VTB1,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Buxton / Peak District / Derbyshire,B,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb01\V-vtb1.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb01\S-Vtb1.csv,32459.0,32459.0,29.0,24.0,3245.8,54.1,53.2505939,-1.9107393,53.1841831,-1.6466125,53.1841811,53.2809703,-1.9146445,-1.6429806,41.77,101.2,161.0,accel+gyro+gravity+mag+orientation,train
VTB10,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Buxton / Peak District / Derbyshire,B,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb10\V-vtb10.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb10\S-Vtb10.csv,195.0,196.0,29.0,24.0,19.4,0.32,52.55900320000001,-1.4843,52.5581475,-1.4813189,52.5581475,52.55900320000001,-1.4843,-1.4813189,0.2,58.5,0.0,accel+gyro+gravity+mag+orientation,test
VTB11,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Buxton / Peak District / Derbyshire,B,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb11\V-vtb11.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb11\S-Vtb11.csv,361.0,361.0,29.0,24.0,36.0,0.6,52.5572961,-1.4784122,52.5545369,-1.4691684,52.5545369,52.5572961,-1.4784122,-1.4691684,0.7,75.3,0.0,accel+gyro+gravity+mag+orientation,train
VTB12,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Buxton / Peak District / Derbyshire,B,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb12\V-vtb12.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb12\S-Vtb12.csv,447.0,447.0,29.0,24.0,44.6,0.74,52.5538423,-1.4667861,52.5547059,-1.4601857,52.553132,52.5547059,-1.4667861,-1.4601857,0.52,71.0,0.0,accel+gyro+gravity+mag+orientation,train
VTB13,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Buxton / Peak District / Derbyshire,B,True,False,False,False,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vtb (Driver E)\Vtb13\V-Vtb13.csv,,1245.0,,29.0,,124.4,2.07,52.5557398,-1.4589586,52.5617449,-1.4548067,52.5557398,52.5617449,-1.4598011,-1.4547838999999996,0.98,43.3,0.0,,train
VTB2,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Buxton / Peak District / Derbyshire,B,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb02\V-vtb2.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb02\S-Vtb2.csv,5712.0,5712.0,29.0,24.0,571.1,9.52,53.1841716,-1.6465021,53.171338500000005,-1.6734037000000002,53.1702936,53.184182,-1.6846019999999997,-1.6464927,4.32,61.1,0.0,accel+gyro+gravity+mag+orientation,train
VTB3,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Buxton / Peak District / Derbyshire,B,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb03\V-vtb3.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb03\S-Vtb3.csv,8240.0,8240.0,29.0,24.0,823.9,13.73,53.171113,-1.6729939,53.1707753,-1.6724269,53.1699336,53.171113,-1.6729939,-1.6684084,0.67,37.5,0.0,accel+gyro+gravity+mag+orientation,val
VTB4,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Buxton / Peak District / Derbyshire,B,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb04\V-vtb4.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb04\S-Vtb4.csv,556.0,556.0,29.0,24.0,55.5,0.93,53.1710458,-1.6728776,53.1706729,-1.6752496999999995,53.1706727,53.1716386,-1.6752505000000002,-1.6728776,0.24,32.7,0.0,accel+gyro+gravity+mag+orientation,val
VTB5,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Buxton / Peak District / Derbyshire,B,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb05\V-vtb5.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb05\S-Vtb5.csv,64388.0,64388.0,29.0,24.0,6438.7,107.31,53.1706336,-1.6752919999999998,52.5790267,-1.5389757000000002,52.5790267,53.19002149999999,-1.6846469999999998,-1.2307461999999998,111.38,112.9,11.0,accel+gyro+gravity+mag+orientation,val
VTB6,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Buxton / Peak District / Derbyshire,B,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb06\V-vtb6.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb06\S-Vtb6.csv,498.0,498.0,29.0,24.0,49.7,0.83,52.5783009,-1.5376289,52.5731438,-1.5278862,52.5731438,52.5783009,-1.5376289,-1.5278862,0.85,73.0,0.0,accel+gyro+gravity+mag+orientation,val
VTB7,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Buxton / Peak District / Derbyshire,B,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb07\V-vtb7.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb07\S-Vtb7.csv,461.0,461.0,29.0,24.0,46.0,0.77,52.5727695,-1.5270629,52.5690665,-1.5185565,52.5690665,52.5727695,-1.5270629,-1.5185565,0.72,69.2,0.0,accel+gyro+gravity+mag+orientation,train
VTB8,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Buxton / Peak District / Derbyshire,B,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb08\V-vtb8.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb08\S-Vtb8.csv,668.0,668.0,29.0,24.0,66.7,1.11,52.5685014,-1.5166419,52.5634336,-1.4994729,52.5634336,52.5685014,-1.5166419,-1.4994729,1.28,76.5,0.0,accel+gyro+gravity+mag+orientation,train
VTB9,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Buxton / Peak District / Derbyshire,B,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb09\V-vtb9.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vtb (Driver E)\Vtb09\S-Vtb9.csv,452.0,452.0,29.0,24.0,45.1,0.75,52.5630667,-1.4982033,52.5592966,-1.4853653999999998,52.5592966,52.5630667,-1.4982033,-1.4853653999999998,0.94,92.0,0.0,accel+gyro+gravity+mag+orientation,train
VW1,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Warwick / Leamington / Coventry,C,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw01\V-Vw1.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw01\S-Vw1.csv,20475.0,20476.0,29.0,24.0,2047.4,34.12,52.5547152,-1.4630626999999998,52.5547084,-1.4630624,52.5546998,52.5547152,-1.4630719,-1.4630337,0.02,0.3,0.0,accel+gyro+gravity+mag+orientation,train
VW10,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Warwick / Leamington / Coventry,C,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw10\V-Vw10.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw10\S-Vw10.csv,652.0,652.0,29.0,24.0,65.1,1.08,52.2018381,-2.2017669,52.2036576,-2.1920334,52.201835,52.2036576,-2.2017669,-2.1920334,0.72,58.9,0.0,accel+gyro+gravity+mag+orientation,train
VW11,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Warwick / Leamington / Coventry,C,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw11\V-Vw11.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw11\S-Vw11.csv,4909.0,4909.0,29.0,24.0,490.8,8.18,52.2037057,-2.191803,52.2310356,-2.1403751,52.2017944,52.2310356,-2.191803,-2.1403751,5.8,98.4,0.0,accel+gyro+gravity+mag+orientation,train
VW12,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Warwick / Leamington / Coventry,C,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw12\V-Vw12.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw12\S-Vw12.csv,918.0,918.0,29.0,24.0,91.7,1.53,52.2332923,-2.1389871,52.2534681,-2.1344429000000003,52.2332923,52.2534681,-2.1389871,-2.1335957,2.26,97.4,0.0,accel+gyro+gravity+mag+orientation,train
VW13,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Warwick / Leamington / Coventry,C,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw13\V-Vw13.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw13\S-Vw13.csv,284.0,284.0,29.0,24.0,28.3,0.47,52.2750894,-2.1219935000000003,52.281897,-2.1196186,52.2750894,52.281897,-2.1219935000000003,-2.1196186,0.77,113.5,0.0,accel+gyro+gravity+mag+orientation,test
VW14A,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Warwick / Leamington / Coventry,C,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw14a\V-Vw14a.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw14a\S-Vw14a.csv,3138.0,3138.0,29.0,24.0,313.7,5.23,52.2859629,-2.1196282,52.3485573,-2.0744002000000004,52.2859629,52.3485573,-2.1213319,-2.0744002000000004,7.86,109.4,1.0,accel+gyro+gravity+mag+orientation,train
VW14B,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Warwick / Leamington / Coventry,C,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw14b\V-Vw14b.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw14b\S-Vw14b.csv,19588.0,19588.0,29.0,24.0,1958.7,32.65,52.3488409,-2.0742211,52.5241614,-1.7285568,52.3475351,52.5241614,-2.0742211,-1.7088806,41.08,120.1,0.0,accel+gyro+gravity+mag+orientation,val
VW14C,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Warwick / Leamington / Coventry,C,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw14c\V-Vw14c.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw14c\S-Vw14c.csv,15826.0,15826.0,29.0,24.0,1582.5,26.38,52.5247201,-1.7287454,52.5963061,-1.6089489,52.5247201,52.6044365,-1.7317667,-1.6089489,17.05,100.5,0.0,accel+gyro+gravity+mag+orientation,test
VW15,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Warwick / Leamington / Coventry,C,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw15\V-Vw15.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw15\S-Vw15.csv,1391.0,1380.0,29.0,24.0,139.0,2.32,52.5962764,-1.6088959,52.5963123,-1.6089546999999995,52.5962761,52.5963124,-1.6089551,-1.6088928,0.01,0.8,0.0,accel+gyro+gravity+mag+orientation,train
